EventCode,EventBaseCode,EventRootCode,SOURCEURL,DATEADDED,entry,ARTICLETEXT
16,16,1,https://www.newsx.com/national/interim-bail-denied-for-hemant-soren-in-land-scam-case/,20240428,25,"Former Jharkhand Chief Minister Hemant Soren’s plea for interim bail to attend his uncle’s funeral has been denied by the Special PMLA Court in Ranchi in connection with a land scam case.

Soren, who had sought a 13-day interim bail from the court, faced refusal despite his request to pay his last respects to his uncle. This development comes amidst ongoing legal proceedings regarding his arrest and remand in the said case.

Additionally, Soren has moved the Supreme Court seeking relief, challenging his arrest and emphasizing the urgency of the matter, especially in light of the ongoing Lok Sabha elections. Senior Advocate Kapil Sibal, representing Soren, informed the Supreme Court bench about the pending decision on Soren’s petition challenging his arrest before the Jharkhand High Court, urging for an expedited hearing.

In February, the Jharkhand High Court reserved its judgment on Soren’s plea, wherein he contested the legality and arbitrary nature of his arrest and subsequent remand. Soren, through his advocate Pragya Baghel, asserted that his arrest was unwarranted and mired in malice, while also seeking interim bail during the legal proceedings.

ALSO READ : Mumbai Airport Faces Hoax Bomb Threat, Case Registered

The arrest of Hemant Soren, a prominent political figure and Chairperson of the Jharkhand Mukti Morcha (JMM), had sparked widespread speculation and garnered significant media attention. The Directorate of Enforcement (ED) had apprehended Soren in January in connection with a land scam investigation, involving the alleged forging of official records to acquire valuable land parcels through fraudulent means.

The probe focuses on the purported manipulation of land transactions, leading to the generation of substantial illegal proceeds. Soren’s arrest and subsequent legal battles have added to the political intrigue in Jharkhand, with the case poised to have far-reaching implications in the region’s political landscape.

As the legal proceedings unfold, the fate of Hemant Soren remains uncertain, with his plea for interim bail adding a new dimension to the ongoing saga surrounding the land scam case. The case underscores the complexities of governance and law enforcement in Jharkhand, raising pertinent questions about accountability and transparency in public office."
1383,138,13,https://lancasteronline.com/news/local/police-investigate-saturday-morning-bomb-threat-in-mountville-borough/article_7fe98bde-04dc-11ef-86e5-e3ac7065300f.html,20240428,26,"West Hempfield Township police said they’re investigating a bomb threat delivered via email to several recipients in Mountville Borough on Saturday morning.

Police responded to multiple locations near the 100 block of East Main Street just after 5 a.m. for reports of a bomb threat. The Pennsylvania State Police, Lancaster County Sheriff’s Office, Lancaster city police department and local fire departments also responded to the scene.

The 100 block of East Main Street was closed for about two hours as crews searched the area. Nothing suspicious was found, police said.

A state police officer deferred further questions to West Hempfield Township police. A call and an email left for the chief of West Hempfield Township police wasn’t returned by Saturday afternoon.

Anyone with information about the incident is asked to contact the West Hempfield Township police at 717-285-5191."
35,35,3,https://www.wdtv.com/2024/04/28/buzz-henderson-center-hosts-paddle-battle-tournament/,20240428,27,"MEADOWBROOK, W.Va (WDTV) - The newly opened Buzz Henderson Center in Meadowbrook hosted a pickleball tournament on Saturday.

This was the first event of its kind to be held at the center, which opened back in January.

The event consisted of three tournaments, one for each division based on the skill ratings of beginner, intermediate, and advanced.

Individuals from as far as Pittsburgh made the trip to participate in the event.

The entry fee for the tournament was $25.00 a person and $50.00 per team.

Michelle Frase, Program Director of the Buzz Henderson Center, says the tournament was a great way to bring people in the community together.

“When we first opened the building, we weren’t sure what would be the biggest draw,” said Frase.

“People who didn’t know each other but were maybe just neighbors in the community have come here, they’ve been able to play pickleball and build actual friendships and relationships.”

Proceeds from the event will benefit the Buzz Learning Academy, an outreach program from the center’s parent organization, Jewel City Church, that plans to launch in conjunction with the 2024-2025 school year.

A total of 27 teams competed in the tournament, reinforcing how popular the sport is becoming in our area.

Copyright 2024 WDTV. All rights reserved."
831,83,8,https://www.tribuneindia.com/news/himachal/ask-congress-nominee-why-govt-shut-11-institutions-ex-cm-to-rampur-voters-615377,20240428,28,"Our Correspondent

Rampur, April 27

Leader of the Opposition Jai Ram Thakur and BJP candidate from Mandi Lok Sabha seat Kangana Ranaut held an election rally in the Jhakri area of Rampur subdivision in Shimla district today.

Thakur sought votes from people saying the BJP was needed for the development of the country and the state. He added that the Congress candidate from Mandi Vikramaditya Singh is speaking with great enthusiasm these days. When a person speaks excessively in excitement, he loses his senses.

He urged people, “When Vikramaditya Singh comes to your area, you must ask him why did his government close 11 institutions that the previous BJP government had opened for the development and welfare of the area. Why Vikramaditya did not raise his voice then?

Kangana said that if Congress ministers had morality, considering the recent political crisis in the state, they would have resigned. She added, “If anyone has thought about respect and representation of women, it is Narendra Modi. That is why Modiji has brought 33 per cent reservation for women.”

She said that in the 2029 Assembly elections, 22 out of 68 MLAs in the state would be women. “Even today everyone knows that Narendra Modi will become Prime Minister again. In the absence of the double-engine government, the development of Himachal has stopped. The Congress government is crying hoarse about a financial crisis. If I am elected to the Lok Sabha, I will work for the development of Himachal,” she added.

Join Whatsapp Channel of The Tribune for latest updates.

#BJP #Congress #Jai Ram Thakur #Kangana Ranaut #Lok Sabha #Mandi #Shimla"
341,34,3,https://www.tribuneindia.com/news/himachal/ask-congress-nominee-why-govt-shut-11-institutions-ex-cm-to-rampur-voters-615377,20240428,29,"Our Correspondent

Rampur, April 27

Leader of the Opposition Jai Ram Thakur and BJP candidate from Mandi Lok Sabha seat Kangana Ranaut held an election rally in the Jhakri area of Rampur subdivision in Shimla district today.

Thakur sought votes from people saying the BJP was needed for the development of the country and the state. He added that the Congress candidate from Mandi Vikramaditya Singh is speaking with great enthusiasm these days. When a person speaks excessively in excitement, he loses his senses.

He urged people, “When Vikramaditya Singh comes to your area, you must ask him why did his government close 11 institutions that the previous BJP government had opened for the development and welfare of the area. Why Vikramaditya did not raise his voice then?

Kangana said that if Congress ministers had morality, considering the recent political crisis in the state, they would have resigned. She added, “If anyone has thought about respect and representation of women, it is Narendra Modi. That is why Modiji has brought 33 per cent reservation for women.”

She said that in the 2029 Assembly elections, 22 out of 68 MLAs in the state would be women. “Even today everyone knows that Narendra Modi will become Prime Minister again. In the absence of the double-engine government, the development of Himachal has stopped. The Congress government is crying hoarse about a financial crisis. If I am elected to the Lok Sabha, I will work for the development of Himachal,” she added.

Join Whatsapp Channel of The Tribune for latest updates.

#BJP #Congress #Jai Ram Thakur #Kangana Ranaut #Lok Sabha #Mandi #Shimla"
183,183,18,https://www.tribuneindia.com/news/india/militants-attack-security-camp-in-manipur-kill-two-crpf-men-615404,20240428,30,"PTI

Imphal, April 27

Two CRPF personnel were killed and two others injured as militants attacked a camp of security forces in Manipur’s Bishnupur district in the early hours of Saturday, the police said.

The militants attacked an IRBn (India Reserve Battalion) camp at Naranseina in the Moirang police station area. “They fired indiscriminately from hilltops, targetting the camp. It started around 12.30 am and continued till about 2.15 am. The militants also hurled bombs, one of which exploded in the outpost of CRPF’s 128 battalion,” a senior police officer said. The deceased were identified as sub-inspector N Sarkar, a native of Assam’s Kokrajhar district, and head constable Arup Saini of Bankura district in West Bengal, he said.

The injured were inspector Jadav Das and constable Aftab Das, he said, adding that they received splinter wounds. “The two injured personnel were admitted to the Regional Institute of Medical Sciences in Imphal. They are out of danger,” the officer said.

The CRPF personnel were deployed to provide security to the IRBn camp. A massive search was underway to find the perpetrators. CM N Biren Singh said, “Such actions demonstrate cowardice against dedicated security personnel. Their sacrifice will not go in vain.”

In another incident, a gunfight broke out between two groups at Sinam Kom on the border of Kangpkopi and Imphal East districts on Friday night, following which a 33-year-old man was found dead.

Join Whatsapp Channel of The Tribune for latest updates.

#Manipur"
874,87,8,https://www.thesunchronicle.com/news/local_news/norton-voting-leads-to-tie-in-school-board-race-defeat-of-ballot-questions/article_f5a5ad0c-0802-5a5a-b258-e0d6ca0fcbbc.html,20240428,31,"×

remaining of

Thank you for reading! On your next view you will be asked to log in to your subscriber account or create an account and subscribepurchase a subscription to continue reading."
874,87,8,https://www.thesunchronicle.com/news/local_news/norton-voting-leads-to-tie-in-school-board-race-defeat-of-ballot-questions/article_f5a5ad0c-0802-5a5a-b258-e0d6ca0fcbbc.html,20240428,32,"×

remaining of

Thank you for reading! On your next view you will be asked to log in to your subscriber account or create an account and subscribepurchase a subscription to continue reading."
35,35,3,https://udaipurkiran.com/snapdragon-x-elite-appeared-on-geekbench-and-outperformed-apples-m3-chip-in-the-multi-core-test/,20240428,33,"Snapdragon A Surface Laptop 6 listing on Geekbench shows that Microsoft’s next Surface Laptop could outperform Apple’s MacBook Pro model with the latest M3 chip in a single CPU test. According to recent reports, Microsoft could unveil the Surface Laptop with a Snapdragon X Elite chip at a hardware event in May.

The Surface Laptop 6 was spotted by WCCFTech on Geekbench, but there was no official product name. The phone is listed as “OEMBR product name MFG” and the details show that it is powered by a 4.01GHz 12-core Snapdragon 8cx Gen 3 chipset. It’s worth noting that Snapdragon X Elite comes in three versions and the benchmark model wasn’t the most powerful chip. Its variant (XIE-84-100) has a boost clock speed of 4.20 GHz.

The Surface Laptop 6, which is said to be powered by a Snapdragon X Elite chip, has a single-core score of 2,714 and a multi-core score of 14,078. The chip outperforms Apple’s 14-inch MacBook Pro M3 in Geekbench’s multi-core test, which scored 3,103 and 12,065 points, respectively.

If these benchmark tests are real, Apple’s M3 chip should be 13.37 percent faster than the Snapdragon X Elite in the Surface Laptop 6. Meanwhile, the Qualcomm chip is 15.4 percent faster than the M3 MacBook Pro. After all, the Snapdragon processor has more cores (12) than Apple’s M3 chip (8).

It’s worth taking these benchmarks with a grain of salt, as Microsoft hasn’t yet announced any plans to launch new Surface models with Snapdragon laptop chips. According to a recent report, Microsoft is said to be confident that the Surface Pro 10 and Surface Laptop 6 can outperform Apple’s latest 3nm silicon processors.

We can expect more details about these rumored devices to be released soon. Microsoft is expected to unveil new Surface laptops with Snapdragon chips at its next hardware event next month."
861,86,8,https://timesofindia.indiatimes.com/city/guwahati/two-crpf-personnel-killed-in-manipur-militant-attack/articleshow/109657922.cms,20240428,34,"We also published the following articles recently

Two CRPF jawan killed in militant attack in Manipur

Fatal militant attacks in Manipur's Bishnupur district led to casualties among CRPF personnel. Injuries to Inspector Jadav Das and Constable Aftab Das, along with ongoing search operations, mark the aftermath. Additional confrontations in the region raised security concerns.

Two CRPF men killed in Manipur attack, 1st strike on peacekeepers in state

Two CRPF personnel killed, two wounded in Saturday attack at Manipur's Bishnupur district. Deceased: Sub-inspector N Sarkar, Head constable Arup Saini. Injured: Assam inspector Jadav Das, Constable Aftab Ul Husain.

Khajan Singh faces dismissal from CRPF for 'sex harassment'

Khajan Singh, facing dismissal for sexual harassment charges, denies allegations as an attempt to tarnish his image. The CRPF committee found him guilty of multiple charges, prompting the Union government's action.

Guwahati: Two CRPF personnel lost their lives and two others sustained injuries in a post-midnight attack by unidentified militants in Manipur’s Bishnupur district on Saturday.This is the first such attack on a Central Armed Police Force deployed for peacekeeping duties in the state since the ethnic conflict began in May last year.The deceased CRPF men have beeen identified as sub-inspector N Sarkar (55) of Bhombrabil village in Assam’s Kokrajhar district and head constable Arup Saini of Panchal village in Bankura district of West Bengal.Both the injured are also from Assam. They are inspector Jadav Das of Guagacha village in Barpeta district and constable Aftab Ul Husain of Pitanipara village in Nalbari distric. They have been admitted to RIIMS Hospital in Imphal and their condition is stable.All of them are part of the 128 Battalion of CRPF, with its headquarters located at Noonmati in Guwahati.In a separate incident, one villager was found dead on Saturday after a gunfight between two groups at Sinam village located on the border of Kangpkopi and Imphal East districts the previous evening. The latest incident took place at 12.15 am at Naranseina within the jurisdiction of Moirang police station, which is located deep inside the buffer zone separating the hills and the valley."
74,74,7,https://timesofindia.indiatimes.com/city/guwahati/two-crpf-personnel-killed-in-manipur-militant-attack/articleshow/109657922.cms,20240428,35,"We also published the following articles recently

Two CRPF jawan killed in militant attack in Manipur

Fatal militant attacks in Manipur's Bishnupur district led to casualties among CRPF personnel. Injuries to Inspector Jadav Das and Constable Aftab Das, along with ongoing search operations, mark the aftermath. Additional confrontations in the region raised security concerns.

Two CRPF men killed in Manipur attack, 1st strike on peacekeepers in state

Two CRPF personnel killed, two wounded in Saturday attack at Manipur's Bishnupur district. Deceased: Sub-inspector N Sarkar, Head constable Arup Saini. Injured: Assam inspector Jadav Das, Constable Aftab Ul Husain.

Khajan Singh faces dismissal from CRPF for 'sex harassment'

Khajan Singh, facing dismissal for sexual harassment charges, denies allegations as an attempt to tarnish his image. The CRPF committee found him guilty of multiple charges, prompting the Union government's action.

Guwahati: Two CRPF personnel lost their lives and two others sustained injuries in a post-midnight attack by unidentified militants in Manipur’s Bishnupur district on Saturday.This is the first such attack on a Central Armed Police Force deployed for peacekeeping duties in the state since the ethnic conflict began in May last year.The deceased CRPF men have beeen identified as sub-inspector N Sarkar (55) of Bhombrabil village in Assam’s Kokrajhar district and head constable Arup Saini of Panchal village in Bankura district of West Bengal.Both the injured are also from Assam. They are inspector Jadav Das of Guagacha village in Barpeta district and constable Aftab Ul Husain of Pitanipara village in Nalbari distric. They have been admitted to RIIMS Hospital in Imphal and their condition is stable.All of them are part of the 128 Battalion of CRPF, with its headquarters located at Noonmati in Guwahati.In a separate incident, one villager was found dead on Saturday after a gunfight between two groups at Sinam village located on the border of Kangpkopi and Imphal East districts the previous evening. The latest incident took place at 12.15 am at Naranseina within the jurisdiction of Moirang police station, which is located deep inside the buffer zone separating the hills and the valley."
311,31,3,https://www.dorsetecho.co.uk/news/24283335.bridport-jewellery-designer-gets-dorset-community-foundation-grant/,20240428,36,"Beatrix Tilley, 19, has been awarded £1,850 from the Dorset Community Foundation to allow her to invest in her jewellery business, Beatrix Ella.

The SWEF enterprise grant, awarded by the Foundation, helps young people aged 18 to 30 who are running or about to start their own business - with costs such as tools, stock and rent.

The grant has enabled Beatrix to launch her own website and create a more professional studio to work in at home, as well as buying new equipment.

Beatrix said: “My mum came across the SWEF grant but I didn't originally want to apply because I don't really like video calls and I knew a video interview was part of the process.

“It was quite a relief to get the grant because it meant that I could follow through all these ideas I had that I wanted to achieve, that I couldn't before because it's such a long process, making a little bit of money and then reinvesting it.”

Beatrix working on her jewellery at home (Image: Supplied)

Beatrix has always had a fascination with making her own jewellery but it was only after finding sea glass on the beach while walking to her dad’s house in Lyme Regis that she had the idea of using it in her own designs.

A job on a jewellery maker’s market stall in Bridport then gave her the opportunity to sell some of her designs.

Beatrix said: “She was kind enough let me have a little section with my jewellery and people liked my designs, so then I decided to have my own little table with my bead designs and my sea grass design.

“I started making money from it which I used to reinvest and I kind of just built up and up and up from there.”

She added: “Originally I was polishing everything by hand so I could only really make five pieces a day and then I wouldn't have much to sell at the market.

“One of the tools I bought was a tumbler that polishes everything so now I'm able to make a good amount of things and make more money to build up my business.

She now produces around 70 pieces of jewellery a week to sell via her website or at markets in the Bridport area.

Beatrix added: “It’s a full time job now.

“I hope to move out of home soon and into my own place with a studio. I’m so glad that I applied for the grant because if I hadn't got that I would be like a year behind where I am now.”

Find out more about SWEF grants and how to apply at dorsetcommunityfoundation.org

See Beatrix’s designs at beatrixella.com or search for Beatrix Ella on Instagram."
72,72,7,https://cornellsun.com/2024/04/27/amid-encampment-day-hall-occupations-22-arrested-student-protestors-navigate-potential-consequences-of-re-arrest/,20240428,37,"Just over one month ago, 22 students occupying Day Hall were arrested for trespassing on University property. On April 17, the students accepted a deal from the District Attorney’s Office for charges against the protestors to expire on May 16, pending no further arrests before then.

Now, demonstrators from March 21 are navigating the potential consequences of participating in further protest activity, namely with the pro-Palestine encampment on the Arts Quad established on Thursday.

On Thursday, encampment participants were informed that they risked arrest or academic suspension if they remained in the area after 8 p.m. At 3:08 p.m. on Friday, four students — including two international graduate students — were notified that they were temporarily suspended by email.

One of these protestors was Nick Wilson ’26, who was also arrested due to the Day Hall occupation. Other Day Hall participants have been seen participating in the encampment with differing degrees of involvement.

Nick Wilson ’26 is one of four students temporarily suspended on Friday. (Ming DeMers/Senior Photographer)

As the encampment continues for a third day, and the administration committed to further temporary suspensions, student protesters are navigating possibilities of disciplinary action and arrest, with some considering the potential violation of their existing dismissal deal for Day Hall arrests.

Prof. Sujata Gibson, law, principal attorney at The Gibson Law Firm, previously served as assigned counsel for the Day Hall demonstrators through Tompkins County Assigned Counsel.

Leaderboard 2

Gibson explained that charges could open back up if protestors violate the terms of the arrest deal, called an Adjournment in Contemplation of Dismissal, also referred to as an ACD, if the Day Hall demonstrators were re-arrested.

“Now, if the [second] charges were completely flimsy, there may be a way to negotiate that or discuss it. But that would have to be a matter for negotiation,” Gibson said. “The D.A. would have every right to open it back up.”

According to Gibson, past trespassing charges and allegations should not be a factor in determining the severity of a second potential charge. Gibson also explained that breaking the terms of the current ACD could decrease the likelihood that the District Attorney’s Office will provide a similar option again, though she noted there are other factors that go into a decision like that.

Newsletter Signup

Some of the Day Hall participants said they considered the threat of being arrested again changed when deciding upon their involvement in the encampment.

Maral Asik ’24, one of the arrested protestors from the Day Hall occupation, decided to limit her involvement with the encampment based on her ACD deal. Asik is not an organizer of the encampment or participating inside the encampment.

“Personally, I want to go to grad school. Financially, I’m not prepared to take another semester and have to pay for it if I were to get suspended,” Asik said. “Because [suspensions and arrests] just seem way more likely now, especially because I have a prior record, … I have a risk limit and those things are beyond it.”

Elliot Walsh ’24, another arrested protestor from Day Hall, shared Asik’s decision to limit his involvement with the encampment specifically because of the previous legal action taken against him by the University.

“For me, it feels like the more that I’ve accrued, the more nerve wracking it is to do anything,” Walsh said. “The reasons behind the sort of discipline — legally and within the University — that people have gotten is intended to have this chilling effect to discourage people from continuing.”

Students in the encampment speak with Christopher Cowen, executive vice president and chief financial officer of Cornell on Thursday. (Nina Davis/Sun Photography Editor)

On Thursday, University administrators told protestors to remove tents by 1 p.m. or face disciplinary action, up to and including suspension, and to vacate the premises by 8 p.m., marked with threats of arrests and suspension. Neither deadline was met.

But no students were arrested and the four students — who represent a small fraction of the approximately 50 encampment participants — were not suspended till Friday afternoon.

The University’s delayed response to the Arts Quad encampments differs from its immediate arrest of 22 students and two staff members at the Day Hall occupation when they passed the 6 p.m. deadline to leave.

In an interview with The Sun on Friday before his suspension, Wilson said he believed that due to the encampment’s public location, the administration avoided immediate arrests to limit public image concerns.

Nick Wilson ’26 and another protestor hold up arrest reports and appearance tickets after being released from Day Hall by Cornell University Police Department officers on March 21. (Julia Nagel/Sun Senior Photographer)

“[The University] can’t avoid the fact that at the end of the day, we’re peers, we’re friends, we’re classmates, we’re people that people recognize on this campus, and that if they publicly do something to harm us, that’s something that’s going to happen in the public eye,” Wilson said.

When asked about the risk of legal or disciplinary action, especially since he had already been arrested Wilson said, “Right now my friends and my classmates are under attack. … And there’s really no consequence, I think, that would keep me and keep many others from standing with my friends.“

At around 7:45 p.m. on Thursday evening, over 100 people formed a human chain around the encampment as the 8 p.m. deadline to vacate the premises neared. Wilson stated that the display of community support provided additional security in the face of disciplinary or legal action.

Protestors link arms around the encampment on Thursday at around 7:45 p.m. (Ming DeMers/Senior Photographer)

“Ultimately, our safety is in the hands of our community and for students who have a friend in the encampment or know someone who has been involved in this action,” Wilson said. “It falls to those students to stand up for their friends to stand up for their community and ensure their safety.”

The encampment remains dedicated to protesting despite the recent suspensions.

In a statement released by the Coalition for Mutual Liberation — the organization behind the encampment — after the four suspensions, the organization reaffirmed its commitment to continuing the protest and advocating for its demands.

“They seek to intimidate other students to keep us from fighting for collective, mutual liberation,” the statement read. “But we are not scared. We will not be intimidated. And we will not stop demanding justice and liberation.”

While Asik has limited her involvement in the encampment, she said protestors are determined to continue peacefully demonstrating amid potential legal and academic consequences due to their care for the cause.

“I think that the value of civil disobedience is saying ‘I care about this so much [that] I am not going to harm you,’” Asik said. “‘I’m going to harm myself.’”

Avery Wang ’27 is a Sun contributor and can be reached at [email protected]."
311,31,3,https://www.dorsetecho.co.uk/news/24283335.bridport-jewellery-designer-gets-dorset-community-foundation-grant/,20240428,38,"Beatrix Tilley, 19, has been awarded £1,850 from the Dorset Community Foundation to allow her to invest in her jewellery business, Beatrix Ella.

The SWEF enterprise grant, awarded by the Foundation, helps young people aged 18 to 30 who are running or about to start their own business - with costs such as tools, stock and rent.

The grant has enabled Beatrix to launch her own website and create a more professional studio to work in at home, as well as buying new equipment.

Beatrix said: “My mum came across the SWEF grant but I didn't originally want to apply because I don't really like video calls and I knew a video interview was part of the process.

“It was quite a relief to get the grant because it meant that I could follow through all these ideas I had that I wanted to achieve, that I couldn't before because it's such a long process, making a little bit of money and then reinvesting it.”

Beatrix working on her jewellery at home (Image: Supplied)

Beatrix has always had a fascination with making her own jewellery but it was only after finding sea glass on the beach while walking to her dad’s house in Lyme Regis that she had the idea of using it in her own designs.

A job on a jewellery maker’s market stall in Bridport then gave her the opportunity to sell some of her designs.

Beatrix said: “She was kind enough let me have a little section with my jewellery and people liked my designs, so then I decided to have my own little table with my bead designs and my sea grass design.

“I started making money from it which I used to reinvest and I kind of just built up and up and up from there.”

She added: “Originally I was polishing everything by hand so I could only really make five pieces a day and then I wouldn't have much to sell at the market.

“One of the tools I bought was a tumbler that polishes everything so now I'm able to make a good amount of things and make more money to build up my business.

She now produces around 70 pieces of jewellery a week to sell via her website or at markets in the Bridport area.

Beatrix added: “It’s a full time job now.

“I hope to move out of home soon and into my own place with a studio. I’m so glad that I applied for the grant because if I hadn't got that I would be like a year behind where I am now.”

Find out more about SWEF grants and how to apply at dorsetcommunityfoundation.org

See Beatrix’s designs at beatrixella.com or search for Beatrix Ella on Instagram."
831,83,8,https://timesofindia.indiatimes.com/city/guwahati/karimganj-cong-nominee-demands-repoll-in-32-booths/articleshow/109657406.cms,20240428,39,"We also published the following articles recently

Repolling sought in six polling stations of Manipur

Fresh polling requested in six Inner Manipur Lok Sabha stations due to violence and machine destruction. Congress seeks repoll in 47 stations, claiming booth capture, including those in N Biren Singh's assembly segment.

Repolling at 11 violence-hit booths in Manipur today

Repolling ordered in 11 Inner Manipur stations due to violence. Pradeep Kumar Jha ordered repolling in specific stations. 70% polling recorded. Gunmen firing reported. Voters urged to participate actively in the process.

BJP holds Hanuman Chalisa recitations at polling booths in Delhi

Delhi BJP organized mass Hanuman Chalisa recitations at 9,000 locations. Virendra Sachdeva highlighted progress needs, criticized corruption. Om Prakash Dhankhar praised Hanumanji's devotion. Jai Prakash Agarwal prayed at Hanuman temples for residents' well-being.

Silchar : Congress candidate from Karimganj Lok Sabha constituency, Hafiz Rashid Ahmed Choudñury on Saturday demanded repoll in as many as 32 booths across the segment where polling was held on Friday, in the second phase of the general election.He alleged largescale rigging, booth capturing and intimidation of voters by “goons” in which local BJP and pro-BJP MLAs were involved in the misdeeds.Choudhury, who is also a renowned lawyer of the state, on Saturday submitted a petition to the returning officer (Karimganj) Mridul Yadav under relevant sections of the Representation of Peoples Act, 1950, for holding of fresh polls and countermanding of polls in the under noted polling stations on the grounds given in the petition.“On April 26, the day of voting, it was found that widespread rigging and booth was capturing in some of the polling stations (a total of 32) with defects, damage, and tampering that the actual result of the said poll stations cannot be ascertained,” the Congress candidate said.Choudhury in his petition said repolling in at least 32 polling stations is required by the exercise of powers under Sections 58 (2)(a) and 58A of the Representation of Peoples Act, 1950 under the circumstances “wherein rampant booth capturing has been committed the entire polling process”."
1041,104,10,https://timesofindia.indiatimes.com/city/guwahati/karimganj-cong-nominee-demands-repoll-in-32-booths/articleshow/109657406.cms,20240428,40,"We also published the following articles recently

Repolling sought in six polling stations of Manipur

Fresh polling requested in six Inner Manipur Lok Sabha stations due to violence and machine destruction. Congress seeks repoll in 47 stations, claiming booth capture, including those in N Biren Singh's assembly segment.

Repolling at 11 violence-hit booths in Manipur today

Repolling ordered in 11 Inner Manipur stations due to violence. Pradeep Kumar Jha ordered repolling in specific stations. 70% polling recorded. Gunmen firing reported. Voters urged to participate actively in the process.

BJP holds Hanuman Chalisa recitations at polling booths in Delhi

Delhi BJP organized mass Hanuman Chalisa recitations at 9,000 locations. Virendra Sachdeva highlighted progress needs, criticized corruption. Om Prakash Dhankhar praised Hanumanji's devotion. Jai Prakash Agarwal prayed at Hanuman temples for residents' well-being.

Silchar : Congress candidate from Karimganj Lok Sabha constituency, Hafiz Rashid Ahmed Choudñury on Saturday demanded repoll in as many as 32 booths across the segment where polling was held on Friday, in the second phase of the general election.He alleged largescale rigging, booth capturing and intimidation of voters by “goons” in which local BJP and pro-BJP MLAs were involved in the misdeeds.Choudhury, who is also a renowned lawyer of the state, on Saturday submitted a petition to the returning officer (Karimganj) Mridul Yadav under relevant sections of the Representation of Peoples Act, 1950, for holding of fresh polls and countermanding of polls in the under noted polling stations on the grounds given in the petition.“On April 26, the day of voting, it was found that widespread rigging and booth was capturing in some of the polling stations (a total of 32) with defects, damage, and tampering that the actual result of the said poll stations cannot be ascertained,” the Congress candidate said.Choudhury in his petition said repolling in at least 32 polling stations is required by the exercise of powers under Sections 58 (2)(a) and 58A of the Representation of Peoples Act, 1950 under the circumstances “wherein rampant booth capturing has been committed the entire polling process”."
191,191,19,https://www.portageonline.com/articles/rm-of-portage-votes-to-re-zone-old-oakville-community-hall,20240428,41,"The Rural Municipality (RM) of Portage la Prairie's meeting this week included a vote to re-zone the lot that the old community hall sits on.

Eric DeLong, the President of the Oakville Community Club, says it's an important change for the town.

""Today, the RM voted to re-zone our old hall from Parks and Recreation to Residential. So, that's basically going to allow us, once we're in our new hall, to sell off our old hall property and convert it into residential neighbourhood.""

DeLong added that they community is working on a plan that would see them sell the land to establish more homes on the lot.

""We're hoping we can have a buyer come in and help develop housing in the area. It's a nice in-fill, it's already surrounded by houses, it's close to the school, it's close to the main street. So, we're hoping it will be a little bit of a boost to the town that way, and it just fits because we're going into the new hall, so there's no practical use to us for that place anymore.""

With so much attention on the new hall and daycare, the community has been buzzing with excitement for it to open. Last weekend's Trivia Night was a prime example."
833,83,8,https://www.outlookindia.com/elections/congress-wants-to-give-minorities-right-to-eat-beef-yogi-adityanath-attacks-opposition,20240428,42,"BJP leader and Union Minister Anurag Thakur echoed a similar claim during rally in UP's Hamirpur where he said, ""It is for the public to decide that your property should go to your children or the Muslims. We have given equal rights to the Muslims from toilets, to houses to gas cylinders to food but not in the name of religion."""
143,143,14,https://www.santafenewmexican.com/opinion/editorials/outside-the-shelter-gates-order-must-be-restored/article_b210d20c-03ec-11ef-bdf9-bb97784a5a4d.html,20240428,43,"State Alabama Alaska Arizona Arkansas California Colorado Connecticut Delaware Florida Georgia Hawaii Idaho Illinois Indiana Iowa Kansas Kentucky Louisiana Maine Maryland Massachusetts Michigan Minnesota Mississippi Missouri Montana Nebraska Nevada New Hampshire New Jersey New Mexico New York North Carolina North Dakota Ohio Oklahoma Oregon Pennsylvania Rhode Island South Carolina South Dakota Tennessee Texas Utah Vermont Virginia Washington Washington D.C. West Virginia Wisconsin Wyoming Puerto Rico US Virgin Islands Armed Forces Americas Armed Forces Pacific Armed Forces Europe Northern Mariana Islands Marshall Islands American Samoa Federated States of Micronesia Guam Palau Alberta, Canada British Columbia, Canada Manitoba, Canada New Brunswick, Canada Newfoundland, Canada Nova Scotia, Canada Northwest Territories, Canada Nunavut, Canada Ontario, Canada Prince Edward Island, Canada Quebec, Canada Saskatchewan, Canada Yukon Territory, Canada

Zip Code"
